beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,omikron_0,omikron_1
-0.00570790045113269,0.749731309516243,0.244452083363428,0.222837623114571,0.0116149603324532,-0.0182372340097809,0.00655001232055056,4.45363119702399,0.148600465355908
-0.00163512899453083,0.0597821665375345,0.771349384232001,0.872215642775081,-0.092872579343577,0.161075387720703,-0.302461103377159,9.40693646505014,0.160305137157598
0.0241976367077818,0.67000995361317,0.293388799325488,0.0910928557478605,0.123406968058848,0.00645772256718921,-0.152276269959975,5.9009658227736,0.281155805337895
-0.00593533295669084,0.392558797701251,0.457911704959205,0.332465167042547,-0.0848959563806127,0.206356423094485,0.0555723457074084,9.02358341081069,0.368419950920617
0.0096164958184784,0.487970956493829,0.27691429101015,0.208760350669578,0.322381377520626,0.0691565338431438,-0.0998636006864978,7.98429008463056,0.243902767862692
-0.00312751089776038,0.264063649970022,0.743585570613575,0.814061943367543,0.0245801817127116,-0.289422081229915,-0.154033771766009,3.0000000061823,0.334217397548308
-0.00231646839362031,0.597637827970723,0.313515967670444,0.268303198297109,-0.0532004957452955,0.158078100694199,-0.0642736919566854,3.76925965915517,0.268617615037609
-0.000552944841919525,0.727417056423247,0.151027352365236,0.270377097970911,-0.0772614461377602,-0.122013346467314,-0.0420472512443298,4.20693401520887,0.214930350482963
0.0382800460224824,0.838613950140696,0.116599082829955,0.185597240718843,-0.178516374424545,-0.0295685700976981,0.0297741638589293,8.32934864998843,0.0479493151593062
-0.00809693546322844,0.873193342474845,0.0999004719674948,0.118890830714183,-0.185147662254456,-0.0379408259441667,-0.145187096864103,7.59615109127632,0.0911904743135147
-0.0156791777122035,0.622455969046846,0.260172169944259,0.384090187694125,-0.0703026835483648,0.0863412881042509,0.140304306603242,15.9028640265079,0.0978770700980187
-0.0122303050556418,0.937236907352201,-0.155350447584902,-0.0260333870026838,0.619491163985776,0.019328637843421,-0.0894830763651687,13.3445718876233,0.158759879849472
0.0193332475385231,0.404428899821554,0.453983462074821,0.569695031453581,0.19435612615559,0.0393609280481773,-0.320893579545723,14.1977307767035,0.0477493312030595
-0.0185432889748481,0.544850246029446,0.39972182798752,0.430898297676665,-0.164530162965555,-0.0196790331864492,-0.0243483189624338,11.9151830933679,0.10023607411181
0.00278606860198491,0.634524443250905,0.0848898157669119,0.0798048226061004,0.135799015704316,0.010086757669354,-0.236622683977776,5.81979114000048,0.460889804574349
-0.000175541742475104,0.246360921143547,0.574798806719617,0.643678586799433,-0.0969367665829482,-0.029447771433668,-0.349440716208628,3.00000888346883,0.355538064668517
-0.0205225393136167,0.729749272900136,0.240458284062019,0.177120071660326,-0.123744019638683,-0.123837477936348,0.0782722620870829,11.6596410034673,0.124815862679415
0.00352371824805136,0.846142249650588,0.239844421653144,0.155230264739574,-0.0231749301355564,-0.0428622284924029,-0.093555923368989,3.83228784672367,0.127780478236902
-0.00237700785354261,0.0378593648681739,0.688748537350954,0.886628865573189,-0.0315743400020357,0.585070574498726,-0.0940881616538194,3.0000000032012,0.253134634495032
0.0399422646089772,0.624560745729692,0.163193647890339,0.133215263204035,0.0034193461478829,0.0756311126968828,-0.248813716397545,14.4297870687642,0.245812913655851
0.00936531016382788,0.463716601370836,0.487276606661445,0.465397724433329,-0.0471106808167662,0.30234451480584,0.0261923954320065,10.8221841168872,0.141804148888699
0.00768108496706971,-0.0283443796951766,0.652144977211548,0.866919087680231,-0.121497535257158,0.117000465483821,-0.211683024239505,3.00017438365652,0.499960202587263
0.0130302641958605,0.55308533564575,0.254893004205616,0.305736267671264,-0.178930671872278,0.102822976557865,-0.237708730965952,6.40543366232041,0.202476633270464
-0.0156030024199854,0.11753681478737,1.18295400900564,0.552087541773735,-0.179672768454232,0.130442850040444,-0.0695378657483903,9.44026059937977,0.49999999881505
-0.0158555154618392,0.380524089806236,0.507336904904607,0.511157503252536,0.309137037532729,0.0832634131809972,-0.0813999393033108,11.4196828447525,0.0988265992099784
0.00611804128203566,0.851117206644045,0.106401701963684,0.151067147365282,-0.0814810917989321,-0.0173636651625247,0.131084663631338,9.39185766391808,0.11624407312004
0.0140030533266637,0.664253114761542,0.37635978684679,0.322524369761584,-0.12627053974485,-0.00302190385419115,-0.301057984117771,15.7559250828732,0.0176117800264337
-0.000477420146734033,0.91070667298602,0.0808696481695891,0.0884040554688264,-0.020174164447188,0.00709081741356741,-0.0985333168451401,6.94686269522349,1.44185319099879e-10
0.0271878671016534,0.3011269777444,0.576391795798451,0.562130338374767,-0.0278846936615484,0.130138329686252,0.0245143902396582,11.0798173765715,0.0520047592369657
-0.0488680651802686,0.792310343119257,0.0536223775035611,0.180517318879472,-0.0443687480376887,-0.00135023407705716,-0.105134122363841,19.5043628699808,5.18110899043424e-10
0.00963244512921267,0.435262668633989,0.677281371728708,0.413107956215939,-0.0570919918799912,-0.0545063028512916,-0.331886265807733,6.75896879708819,0.349820667484465
-0.00066359783560911,0.347473449811939,0.400044552410483,0.437446440986439,-0.142975071184396,0.185714761900684,0.212327939094118,4.11429286642763,0.344702443010808
0.00318828462098122,0.579863338751559,0.399626213288044,0.430114347519469,-0.127775536761489,-0.0198504485358153,-0.000757591404959348,8.47127144637805,4.31398938890078e-10
0.00283442855099192,0.867658079958699,0.112229287258156,0.0957665003942189,-0.0440232772793516,0.00667105860875071,-0.00187977276418157,3.24611455724991,0.131551913065977
0.0154326545349253,0.507917403258043,0.826567265320498,0.286133593908152,-0.174309840935316,0.0837248857965865,-0.364502642821056,9.09761538412587,0.408408091865749
-0.0144373412662087,0.705693182816105,0.209340150706165,0.301498399531353,0.0987617107299416,-0.11639361236618,-0.0681960179746955,11.0009859127779,0.176652577817799
-0.000501389788231713,0.0449149089883744,0.684855851519015,0.78873917652216,-0.150716780672157,-0.0103810450163234,-0.192521286256601,3.00000569437748,0.499987973590924
0.00702224750161456,0.829578648632797,0.147786235004772,0.146831524797875,-0.0163916053072518,0.0296341600053898,0.0493568646807861,9.5296176575319,2.24659949381292e-10
0.0223982770302954,0.953824339710215,0.0105863789602137,0.0148239922610442,0.316155331817961,-0.0889069467934674,0.0558576393320472,15.8013752810453,0.242271026446942
-0.0321896279473241,0.423395782116391,0.222128714024649,0.429700638054898,-0.141812524629926,-0.0518276064023025,0.0267979969774097,14.0727039012874,0.295520493023852
-0.000852379357888701,0.332266460476439,0.484640164374581,0.706158742785282,0.264658048681482,-0.0838212928169682,0.0613074133422329,18.9884112890218,0.0563123348631817
0.00176176119275893,1.01727196987677,-0.0373320016188651,0.0166803130600443,0.0925689701803358,0.010760076466451,0.118661282985013,13.6431265174798,0.0686177229133838
-0.0152674718134847,0.544721629206904,0.491506211541568,0.580662808562246,-0.0215296122566873,-0.335997008752916,-0.296850207207203,6.67664515169194,0.32012492729396
0.00239690679442701,0.308227875739061,0.604947491607412,0.696072756829925,-0.192030242716146,0.0221457849701007,-0.205549212165437,8.72854112846398,0.0170621288357075
-0.0175572658968272,0.889594400004763,0.0926375221226198,0.177423652703631,0.148068059048499,-0.155142314382743,-0.0378106305348884,8.91031848058443,0.035523328780151
0.0300800489112291,0.886147421397231,0.145469804462724,0.0966720282614743,0.563194179747238,-0.0536218297348218,0.0495136526264474,13.3484362908277,0.168488549738077
0.0305296876824707,0.898787586569625,-0.0306484501004249,-0.0657515172558839,0.157881974560011,0.0297322137043265,-0.144457497440544,13.2260018246032,0.164407989575618
-0.00616098495315265,0.920909658441543,0.273520437717883,0.0266461648430594,-0.0338834637916055,-0.0425944819781154,-0.26298101945828,5.17791262998368,0.216674802994969
-0.00703115432868528,0.53501283569843,0.343174547459855,0.306984673019783,-0.0608101168358617,0.0157121110537717,-0.0133882760101695,3.44839551759351,0.164272920557735
-0.00209186720990005,0.647302797823326,0.28219897643288,0.302633719821297,-0.0524312057291017,-0.0436391823405953,-0.148005019135312,3.00000000951247,0.330057206874681
-0.0176814088627606,1.09785362927074,-0.15753401558542,-0.121512585534506,-0.0613392238090347,-0.174492557242231,-0.0995331814455357,3.51083840101372,0.337077357122524
-0.00512604750979604,0.463437603194551,0.44170064601501,0.405300225781973,0.00200776085486164,0.0810760801386513,-0.107923403684778,7.5649681303344,0.185660891473478
0.0112254162327812,0.752465769174957,0.120445580154701,0.145328920241161,0.0805549548953196,-0.116660825057045,0.00401483519269955,8.39605095966091,0.276088310400047
-0.00488474753719122,0.744905049993177,0.138087921449418,0.100042942685689,0.0161900409324399,0.13208658906786,-0.0239390124073567,4.24706599804266,0.140463988856856
0.00160047473464468,0.56964961551026,0.0838340118493295,0.124700032553455,0.0129668283189684,0.0951251111331359,0.0143780065220744,6.25701127579292,0.188982496623098
0.000895737199653809,0.9321375230656,0.107499913268133,0.0478205978762678,-0.0242874089870783,0.00362275259211225,-0.0945338248323308,3.74849435764269,0.0769988576086461
0.0044585135978144,0.929511479799388,0.0497738750940342,-0.180017080272532,-0.187197683465914,0.0337312204811285,-0.0482267470446221,19.105196947867,0.0295216336678581
0.02179534157795,0.432620874790982,0.454228251000277,0.463252791566739,0.0840284073548519,0.0800924699709982,0.0505132011751042,10.7456171073594,0.0693264133580201
0.015814902806222,0.624119579428634,0.246624967291685,0.33449898975168,-0.0107181902443508,-0.107391692461827,0.0425512330139057,11.0546431916108,0.111258862552821
0.00330063135171383,0.537335530822408,0.373386399354482,0.247943176717627,0.168317992907485,0.129684040955164,0.118372025460394,8.54743744656536,0.157856178477953
-0.013544240829614,0.871436264828342,0.224090451683349,0.072503289891733,-0.0356327226180708,0.0555199879139223,0.00424597329065379,7.47896754113982,0.165473095448282
-0.0184697468920124,0.983358235253204,-0.297553703747397,-0.07652838296631,0.0906859611243495,-0.0559772577097394,-0.101526706225626,4.89393526294641,0.388014643051184
0.000267662356081946,0.376387856985779,0.742565610993462,0.501170364299207,-0.159671168990565,-0.0866612867616912,-0.145249023076213,3.00000001050122,0.499999985554212
-0.0232519690857271,0.729364181281339,0.204820880756526,0.280269656322744,0.0843670583414041,-0.0592601767671005,-0.154205575840885,14.4551578045153,0.123716659967357
0.00371819460351592,0.999678347246139,0.0145587813101143,-0.0107265993693756,-0.0131159103807576,0.00754978954582296,0.0114249329823704,3.00000000267434,0.0501259174554117
-0.000924978554099601,0.204490652888515,0.584889721245286,0.663466140454069,0.0516178744262951,0.302599125436191,-0.293308242187141,3.20183716929288,0.329077489224192
-0.0141717101123411,0.342188147454112,0.631633374565508,0.651031870742406,-0.0975884627225002,-0.0165917599565023,-0.356642752633663,10.0294740138793,0.0382036962585854
-0.00928201762355285,0.197574428806935,0.657933851610574,0.776040711522822,-0.134204965585937,-0.0485097870550365,-0.332470699841081,3.00104725443307,0.499244481342105
-0.00301114577433438,0.991499919471753,0.0310571101019793,0.010696929613292,-0.0419343176493589,-0.00506317750901037,-0.020336678439457,3.48925709004249,3.59649984734994e-10
-0.00234773648367356,0.850983762080032,-0.0302057618058362,0.0446863689863785,-0.0689727623806108,0.00416258672777535,-0.156318550181403,5.86360075741042,0.280789712805945
2.49982119375065,-3.49999857293815,-0.016750158943125,-3.49999658042903,-2.11834994974847,-2.23038169469591,0.316767151620451,19.9999968145255,0.499999954858979
0.011102281551562,0.552076666676672,0.233210369846458,0.339265269922573,0.159502558730002,0.0493606834269052,-0.079192062180916,8.87214578150379,0.124583329185315
-0.00266107131178102,0.42847140757481,0.6931628292413,0.481506815216594,-0.22152917615748,0.0846328544065614,-0.15850637022649,9.00363935256175,0.22575036582376
